note,type,num,fing
C#,11sus,2,x44404
C#,11sus,3,x44422
C#,11sus,4,x44474
C#,6/9sus,1,966696
C#,6/9sus,2,x46646
C#,9b5sus,1,x45444
C#,9b5sus,2,x41004
C#,9b5sus,3,x41003
C#,9b5sus,4,x41103
C#,9b5sus,5,966687
C#,9#5sus,1,x47445
C#,9#5sus,2,x4120x
D,maj,1,x57675
D,maj,2,xx0222
D,maj,3,x54222
D,maj,4,097779
D,maj7,1,x57675
D,maj7,2,xx0222
D,maj7,3,x54222
D,maj7,4,097779
D,7,1,x57575
D,7,2,xx0212
D,7,3,097778
D,6,1,097777
D,6,2,xx0202
D,6,3,xx0432
D,maj9,1,077779
D,maj9,2,x52222
D,maj9,3,077979
D,9,1,077778
D,9,2,077978
D,13,1,x55577
D,13,2,079778
D,13,3,xx0412
D,maj13,1,x55677
D,maj13,2,x52422
D,maj13,3,079779
D,maj13,4,x55422
D,maj13,5,xx0422
D,aug,1,xx0332
D,7#5,1,xx0312
D,maj7#5,1,xx0322
D,maj7#5,2,x54322
D,aug,61,xx0302
D,aug,62,098777
D,6/9,1,077777
D,6/9,2,077977
D,6/9,3,079777
D,6/9,4,x54455
D,11,1,x55575
D,11,2,x54533
D,11,3,xx0012
D,6/11,1,097787
D,6/11,2,x54433
D,6/11,3,x55777
D,6/11,4,xx0002
D,6/9b5,1,077797
D,6/9b5,2,x56755
D,6/9b5,3,x57454
D,9b5,1,x54554
D,maj9b5,1,x54654
D,maj9b5,2,09x991
D,13b5,1,x56577
D,9/11,1,x55575
D,9/11,2,x54533
D,9/11,3,xx0012
D,9/13,1,x55577
D,9/13,2,079778
D,9/13,3,xx0412
D,9/13b5,1,x56577
D,11/13,1,x55577
D,11/13,2,079778
D,11/13,3,xx0412
D,6b5,1,097797
D,7b5,1,xx0112
D,7b5,2,x54574
D,7b5,3,x56578
D,maj7b5,1,xx0122
D,maj7b5,2,x54674
D,(b5),1,xx0132
D,aug/69,1,078777
D,aug/69,2,x54456
D,aug/69,3,078977
D,9#5,1,078778
D,m,1,x57765
D,m,2,xx0231
D,m,3,x57765
D,m,4,xx0231
D,m7,1,x57565
D,m7,2,x53535
D,m7,3,xx0211
D,m7,4,x57565
D,m7,5,x53535
D,m7,6,xx0211
D,m6,1,x53435
D,m6,2,xx0201
D,m6,3,xx0431
D,m6,4,x53435
D,m6,5,xx0201
D,m6,6,xx0431
D,dim,1,xx0131
D,dim7,1,x53434
D,dim7,2,x56464
D,dim7,3,xx0101
D,m6#5,1,xx0301
D,m6#5,2,xx0301
D,m7#5,1,xx0311
D,m7#5,2,xx0311
D,m11,1,x55565
D,m11,2,x53533
D,m11,3,x53553
D,m11,4,xx0011
D,m11,5,x55565
D,m11,6,x53533
D,m11,7,x53553
D,m11,8,xx0011
D,m11#5,1,088988
D,m11#5,2,x55556
D,m11#5,3,088988
D,m11#5,4,x55556
D,dim6,1,x53434
D,dim6,2,x56464
D,dim6,3,xx0101
D,m13,1,x55567
D,m13,2,089988
D,m13,3,x55567
D,m13,4,089988
D,m6/11,1,x53433
D,m6/11,2,087787
D,m6/11,3,x55767
D,m6/11,4,xx0001
D,m6/11,5,x53433
D,m6/11,6,087787
D,m6/11,7,x55767
D,m6/11,8,xx0001
D,m11/13,1,x55567
D,m11/13,2,089988
D,m11/13,3,x55567
D,m11/13,4,089988
D,m9/11,1,x55565
D,m9/11,2,x53533
D,m9/11,3,x53553
D,m9/11,4,xx0011
D,m9/11,5,x55565
D,m9/11,6,x53533
D,m9/11,7,x53553
D,m9/11,8,xx0011
D,m9/13,1,x55567
D,m9/13,2,089988
D,m9/13,3,x55567
D,m9/13,4,089988
D,dim11,1,x55464
D,dim13,1,x55464
D,9sus,1,x57555
D,9sus,2,xx0210
D,1sus,1,xx0213
D,1sus,2,x55533
D,1sus,3,x55585
D,1sus,4,x57585
D,1sus,5,x55588
D,6/9sus,1,x57757
D,6/9sus,2,xx0200
D,6/9sus,3,xx0430
D,6b5sus,1,xx0434
D,6b5sus,2,xx0104
D,9b5sus,1,x56555
D,9b5sus,2,077798
D,9#5sus,1,xx0310
D,9#5sus,2,x58556
D#,maj,1,x68786
D#,maj,2,x65333
D#,maj,3,xx1033
D#,maj7,1,x68786
D#,maj7,2,x65333
D#,maj7,3,xx1033
D#,7,1,x68686
D#,7,2,xx1023
D#,6,1,xx1313
D#,maj9,1,188881
D#,maj9,2,x63333
D#,maj9,3,xx1031
D#,9,1,188889
D#,9,2,xx1021
D#,13,1,x66688
D#,maj13,1,x66788
D#,maj13,2,x63533
D#,maj13,3,x66533
D#,aug,1,xx1003
D#,maj7#5,1,x65433
D#,6/9,1,188888
D#,6/9,2,x65566
D#,6/9,3,xx1011
D#,11,1,x66666
D#,11,2,188899
D#,6/11,1,x65544
D#,6/11,2,x66888
D#,6/11,3,xx1113
D#,6/11,4,xx1014
D#,6/9b5,1,x67886
D#,9b5,1,x65665
D#,maj9b5,1,x65765
D#,13b5,1,x67688
D#,9/11,1,x66666
D#,9/11,2,188899
D#,9/13,1,x66688
D#,9/13b5,1,x67688
D#,11/13,1,x66688
D#,7b5,1,xx1223
D#,7b5,2,x65685
D#,7b5,3,x67689
D#,maj7b5,1,xx1033
D#,maj7b5,2,x65785
D#,(b5),1,xx1243
D#,aug/69,1,189888
D#,aug/69,2,x65567
D#,9#5,1,189889
D#,dim,1,xx1242
D#,dim7,1,x64545
D#,dim7,2,x67575
D#,dim7,3,xx1212
D#,dim6,1,x64545
D#,dim6,2,x67575
D#,dim6,3,xx1212
D#,dim11,1,x66575
D#,dim13,1,x66575
D#,9sus,1,x68666
D#,9sus,2,xx1321
D#,11sus,1,x66696
D#,11sus,2,xx1324
D#,6/9sus,1,x68868
D#,6/9sus,2,xx1311
D#,9b5sus,1,x67666
D#,9#5sus,1,x69667
E,maj,1,021100
E,maj,2,022444
E,maj,3,022140
E,maj,4,021404
E,maj,5,x79897
E,maj,6,x76444
E,maj7,1,021100
E,maj7,2,022444
E,maj7,3,022140
E,maj7,4,021404
E,maj7,5,x79897
E,maj7,6,x76444
E,7,1,020100
E,7,2,020404
E,7,3,x79797
E,7,4,022434
E,7,5,022130
E,6,1,042100
E,6,2,022424
E,6,3,042424
E,6,4,022120
E,maj9,1,021102
E,maj9,2,024140
E,maj9,3,0x4444
E,maj9,4,x74444
E,9,1,020102
E,9,2,024130
E,9,3,0x0132
E,9,4,0x4434
E,13,1,040100
E,13,2,000120
E,13,3,000224
E,13,4,000124
E,13,5,x77799
E,maj13,1,004444
E,maj13,2,022242
E,maj13,3,001122
E,maj13,4,001202
E,maj13,5,x77877
E,maj13,6,x74445
E,maj13,7,x74645
E,aug,1,032110
E,7#5,1,030110
E,7#5,2,030134
E,7#5,3,032130
E,7#5,4,030x14
E,maj7#5,1,031110
E,maj7#5,2,032140
E,maj7#5,3,031144
E,maj7#5,4,x76544
E,aug,61,032120
E,aug,62,042110
E,aug,63,032x24
E,aug,64,042114
E,6/9,1,044100
E,6/9,2,024120
E,6/9,3,042102
E,6/9,4,024424
E,6/9,5,x76677
E,6/9,6,x74454
E,6/9,7,x74474
E,11,1,000100
E,11,2,000434
E,11,3,000132
E,11,4,004130
E,11,5,x77797
E,11,6,x76755
E,11,7,xx2234
E,6/11,1,022222
E,6/11,2,004100
E,6/11,3,002422
E,6/11,4,004102
E,6/11,5,x77977
E,6/11,6,xx2202
E,6/9b5,1,022322
E,6/9b5,2,044300
E,6/9b5,3,014100
E,6/9b5,4,024300
E,6/9b5,5,x78977
E,6/9b5,6,xx2302
E,6/9b5,7,x79676
E,9b5,1,012132
E,9b5,2,014130
E,9b5,3,x76776
E,9b5,4,0x4334
E,9b5,5,0101x2
E,maj9b5,1,011142
E,maj9b5,2,014140
E,maj9b5,3,x76876
E,maj9b5,4,0x4344
E,maj9b5,5,014144
E,13b5,1,000324
E,13b5,2,010120
E,13b5,3,010122
E,13b5,4,010224
E,13b5,5,x78799
E,6/11b5,1,002324
E,6/11b5,2,002324
E,9/11,1,000100
E,9/11,2,000434
E,9/11,3,000132
E,9/11,4,004130
E,9/11,5,x77797
E,9/11,6,x76755
E,9/11,7,xx2234
E,9/13,1,040100
E,9/13,2,000120
E,9/13,3,000224
E,9/13,4,000124
E,9/13,5,x77799
E,9/13b5,1,000324
E,9/13b5,2,010120
E,9/13b5,3,010122
E,9/13b5,4,010224
E,9/13b5,5,x78799
E,9/13#5,1,030224
E,9/13#5,2,030120
E,9/13#5,3,040110
E,9/13#5,4,030122
E,11/13,1,040100
E,11/13,2,000120
E,11/13,3,000224
E,11/13,4,000124
E,11/13,5,x77799
E,6b5,1,022324
E,6b5,2,042304
E,7b5,1,010130
E,7b5,2,010334
E,7b5,3,01213x
E,7b5,4,012134
E,7b5,5,xx2334
E,7b5,6,x76796
E,7b5,7,x78791
E,maj7b5,1,011140
E,maj7b5,2,011344
E,maj7b5,3,012144
E,maj7b5,4,0x2344
E,maj7b5,5,x76896
E,(b5),1,0121x0
E,(b5),2,xx2354
E,aug/69,1,044110
E,aug/69,2,034120
E,aug/69,3,x76678
E,aug/69,4,042112
E,aug/69,5,034x24
E,9#5,1,030112
E,9#5,2,034130
E,9#5,3,034x34
E,9#5,4,03x132
E,m,1,022000
E,m,2,022403
E,m,3,x79987
E,m,4,0x2003
E,m,5,02x003
E,m,6,xx2453
E,m7,1,020000
E,m7,2,020033
E,m7,3,022030
E,m7,4,020403
E,m7,5,x79787
E,m7,6,x75757
E,m7,7,xx2433
E,m6,1,042000
E,m6,2,022423
E,m6,3,022020
E,m6,4,022023
E,m6,5,x75657
E,m9,1,020002
E,m9,2,024030
E,m9,3,024033
E,m9,4,022032
E,dim,1,0120x0
E,dim,2,xx2353
E,dim7,1,012020
E,dim7,2,042323
E,dim7,3,x75656
E,dim7,4,x78686
E,dim7,5,01x023
E,dim7,6,012x23
E,m6#5,1,042010
E,m6#5,2,032020
E,m6#5,3,032023
E,m6#5,4,04x013
E,m7#5,1,030010
E,m7#5,2,030033
E,m7#5,3,032030
E,m7#5,4,032013
E,m7#5,5,xx2010
E,m7#5,6,x75558
E,m11,1,000000
E,m11,2,000032
E,m11,3,000433
E,m11,4,022233
E,m11,5,x77787
E,m11,6,x75755
E,m11,7,x75775
E,m11#5,1,000012
E,m11#5,2,030032
E,m11#5,3,034030
E,m11#5,4,034033
E,dim6,1,012020
E,dim6,2,042323
E,dim6,3,x75656
E,dim6,4,x78686
E,dim6,5,01x023
E,dim6,6,012x23
E,dim9,1,014020
E,dim9,2,012022
E,dim9,3,0443x3
E,dim9,4,0x4323
E,m13,1,040000
E,m13,2,000022
E,m13,3,000020
E,m13,4,020020
E,m13,5,x77789
E,m13#5,1,030022
E,m13#5,2,030223
E,m13#5,3,040012
E,m13#5,4,040010
E,m6/9,1,044000
E,m6/9,2,042002
E,m6/9,3,024020
E,m6/9,4,044022
E,m6/9,5,xx2022
E,m6/11,1,004020
E,m6/11,2,022223
E,m6/11,3,002022
E,m6/11,4,002423
E,m6/11,5,x75655
E,m6/11,6,x77989
E,m9#5,1,030012
E,m9#5,2,034030
E,m9#5,3,034033
E,m9#5,4,032032
E,m11/13,1,040000
E,m11/13,2,000022
E,m11/13,3,000020
E,m11/13,4,020020
E,m11/13,5,x77789
E,m9/11,1,000000
E,m9/11,2,000032
E,m9/11,3,000433
E,m9/11,4,022233
E,m9/11,5,x77787
E,m9/11,6,x75755
E,m9/11,7,x75775
E,m9/13,1,040000
E,m9/13,2,000022
E,m9/13,3,000020
E,m9/13,4,020020
E,m9/13,5,x77789
E,dim11,1,002323
E,dim11,2,x77686
E,dim13,1,002323
E,dim13,2,x77686
E,dim6/9,1,014020
E,dim6/9,2,012022
E,dim6/9,3,0443x3
E,dim6/9,4,0x4323
E,9sus,1,022432
E,9sus,2,020402
E,9sus,3,x79777
E,9sus,4,024430
E,9sus,5,0x0432
E,1sus,1,000400
E,1sus,2,020200
E,1sus,3,002430
E,1sus,4,020230
E,6/9sus,1,022422
E,6/9sus,2,044400
E,6/9sus,3,044402
E,6/9sus,4,024420
E,6/9sus,5,x79979
E,6b5sus,1,042320
E,6b5sus,2,012x20
E,6b5sus,3,01x320
E,6b5sus,4,01232x
E,7b5sus,1,010330
E,7b5sus,2,0x2330
E,7b5sus,3,012x30
E,7b5sus,4,01233x
E,9b5sus,1,022332
E,9b5sus,2,010402
E,9b5sus,3,010302
E,9b5sus,4,020302
E,9b5sus,5,x78777
E,9#5sus,1,030x12
E,9#5sus,2,032x32
E,9#5sus,3,034x30
F,maj,1,102210
F,maj,2,132211
F,maj,3,xx3210
F,maj,4,x87555
F,maj,5,103x10
F,maj,6,1032x0
F,maj,7,xx3555
F,maj7,1,102210
F,maj7,2,132211
F,maj7,3,xx3210
F,maj7,4,x87555
F,maj7,5,103x10
F,maj7,6,1032x0
F,maj7,7,xx3555
F,7,1,131211
F,7,2,101x11
F,7,3,10121x
F,7,4,xx3545
F,6,1,100211
F,6,2,xx3535
F,6,3,10023x
F,6,4,100x31
F,6,5,1302x1
F,maj9,1,102010
F,maj9,2,x85555
F,maj9,3,1020x1
F,maj9,4,1030x0
F,maj9,5,1020x3
F,9,1,101013
F,9,2,131213
F,9,3,101041
F,9,4,103043
F,13,1,111231
F,13,2,100041
F,13,3,100043
F,13,4,100243
F,maj13,1,100010
F,maj13,2,100330
F,maj13,3,102030
F,maj13,4,103030
F,maj13,5,x85755
F,maj13,6,x88755
F,maj13,7,xx3230
F,aug,1,10x221
F,aug,2,xx3221
F,7#5,1,1x1221
F,7#5,2,141241
F,7#5,3,101x21
F,7#5,4,10122x
F,maj7#5,1,102220
F,maj7#5,2,xx3220
F,maj7#5,3,103x20
F,maj7#5,4,102x21
F,maj7#5,5,1x2221
F,maj7#5,6,x87655
F,aug,61,100221
F,6/9,1,100011
F,6/9,2,100033
F,6/9,3,100213
F,6/9,4,100233
F,6/9,5,x87788
F,11,1,111211
F,11,2,111243
F,11,3,x87866
F,11,4,xx3345
F,11,5,10131x
F,11,6,113241
F,6/11,1,100311
F,6/11,2,100333
F,6/11,3,113231
F,6/11,4,x87766
F,6/11,5,xx3335
F,6/11,6,11021x
F,6/9b5,1,100001
F,6/9b5,2,100203
F,6/9b5,3,100403
F,6/9b5,4,x87787
F,6/9b5,5,100413
F,9b5,1,101001
F,9b5,2,101203
F,9b5,3,101403
F,9b5,4,x87887
F,maj9b5,1,102000
F,maj9b5,2,103001
F,maj9b5,3,103003
F,maj9b5,4,102203
F,maj9b5,5,x87987
F,maj9b5,6,xx3203
F,13b5,1,111233
F,13b5,2,100343
F,6/11b5,1,100313
F,6/11b5,2,100313
F,9/11,1,111211
F,9/11,2,111243
F,9/11,3,x87866
F,9/11,4,xx3345
F,9/11,5,10131x
F,9/11,6,113241
F,9/13,1,111231
F,9/13,2,100041
F,9/13,3,100043
F,9/13,4,100243
F,9/13b5,1,111233
F,9/13b5,2,100343
F,9/13#5,1,141231
F,11/13,1,111231
F,11/13,2,100041
F,11/13,3,100043
F,11/13,4,100243
F,6b5,1,100201
F,6b5,2,100411
F,6b5,3,100431
F,6b5,4,13020x
F,6b5,5,xx3435
F,7b5,1,101201
F,7b5,2,1212x1
F,7b5,3,121241
F,7b5,4,10140x
F,7b5,5,xx3445
F,maj7b5,1,102400
F,maj7b5,2,103200
F,maj7b5,3,123200
F,maj7b5,4,102201
F,maj7b5,5,xx3455
F,(b5),1,103201
F,(b5),2,10340x
F,(b5),3,10x401
F,(b5),4,12x201
F,(b5),5,xx3465
F,aug/69,1,100023
F,aug/69,2,x87789
F,aug/69,3,1x0223
F,9#5,1,101023
F,9#5,2,1x1223
F,m,1,133111
F,m,2,xx3564
F,m,3,133111
F,m,4,xx3564
F,m7,1,131111
F,m7,2,x86868
F,m7,3,133141
F,m7,4,131144
F,m7,5,xx3544
F,m7,6,131111
F,m7,7,x86868
F,m7,8,133141
F,m7,9,131144
F,m7,10,xx3544
F,m6,1,133131
F,m6,2,x86768
F,m6,3,xx3534
F,m6,4,1301x1
F,m6,5,1x0111
F,m6,6,13013x
F,m6,7,133131
F,m6,8,x86768
F,m6,9,xx3534
F,m6,10,1301x1
F,m6,11,1x0111
F,m6,12,13013x
F,m9,1,131113
F,m9,2,xx3044
F,m9,3,131113
F,m9,4,xx3044
F,dim,1,xx3101
F,dim,2,1231x1
F,dim,3,xx3404
F,dim,4,12310x
F,dim,5,12x101
F,dim,6,xx3464
F,dim7,1,120101
F,dim7,2,123131
F,dim7,3,120404
F,dim7,4,x86767
F,dim7,5,x89797
F,dim7,6,xx3434
F,dim7,7,1x0104
F,m6#5,1,143131
F,m6#5,2,1x0124
F,m6#5,3,1x0121
F,m6#5,4,143131
F,m6#5,5,1x0124
F,m6#5,6,1x0121
F,m7#5,1,141121
F,m7#5,2,141144
F,m7#5,3,143141
F,m7#5,4,1x1124
F,m7#5,5,141121
F,m7#5,6,141144
F,m7#5,7,143141
F,m7#5,8,1x1124
F,m11,1,111111
F,m11,2,x88898
F,m11,3,111314
F,m11,4,111143
F,m11,5,x86866
F,m11,6,x86886
F,m11,7,113141
F,m11,8,xx3344
F,m11,9,111111
F,m11,10,x88898
F,m11,11,111314
F,m11,12,111143
F,m11,13,x86866
F,m11,14,x86886
F,m11,15,113141
F,m11,16,xx3344
F,m11#5,1,111123
F,m11#5,2,x88899
F,m11#5,3,111324
F,m11#5,4,111123
F,m11#5,5,x88899
F,m11#5,6,111324
F,dim6,1,120101
F,dim6,2,123131
F,dim6,3,120404
F,dim6,4,x86767
F,dim6,5,x89797
F,dim6,6,xx3434
F,dim6,7,1x0104
F,dim9,1,120004
F,dim9,2,120103
F,dim9,3,12x133
F,m13,1,111133
F,m13,2,110044
F,m13,3,110014
F,m13,4,110034
F,m13,5,x86786
F,m13,6,111133
F,m13,7,110044
F,m13,8,110014
F,m13,9,110034
F,m13,10,x86786
F,m13#5,1,140044
F,m13#5,2,141131
F,m13#5,3,141133
F,m13#5,4,140044
F,m13#5,5,141131
F,m13#5,6,141133
F,m6/9,1,130014
F,m6/9,2,xx3034
F,m6/9,3,1x0034
F,m6/9,4,1x0113
F,m6/9,5,13x133
F,m6/9,6,130014
F,m6/9,7,xx3034
F,m6/9,8,1x0034
F,m6/9,9,1x0113
F,m6/9,10,13x133
F,m6/11,1,113131
F,m6/11,2,110034
F,m6/11,3,110014
F,m6/11,4,x86766
F,m6/11,5,11x133
F,m6/11,6,xx3334
F,m6/11,7,113131
F,m6/11,8,110034
F,m6/11,9,110014
F,m6/11,10,x86766
F,m6/11,11,11x133
F,m6/11,12,xx3334
F,m9#5,1,1x1123
F,m9#5,2,1x1024
F,m9#5,3,141143
F,m9#5,4,1x1123
F,m9#5,5,1x1024
F,m9#5,6,141143
F,m11/13,1,111133
F,m11/13,2,110044
F,m11/13,3,110014
F,m11/13,4,110034
F,m11/13,5,x86786
F,m11/13,6,111133
F,m11/13,7,110044
F,m11/13,8,110014
F,m11/13,9,110034
F,m11/13,10,x86786
F,m9/11,1,111111
F,m9/11,2,x88898
F,m9/11,3,111314
F,m9/11,4,111143
F,m9/11,5,x86866
F,m9/11,6,x86886
F,m9/11,7,113141
F,m9/11,8,xx3344
F,m9/11,9,111111
F,m9/11,10,x88898
F,m9/11,11,111314
F,m9/11,12,111143
F,m9/11,13,x86866
F,m9/11,14,x86886
F,m9/11,15,113141
F,m9/11,16,xx3344
F,m9/13,1,111133
F,m9/13,2,110044
F,m9/13,3,110014
F,m9/13,4,110034
F,m9/13,5,x86786
F,m9/13,6,111133
F,m9/13,7,110044
F,m9/13,8,110014
F,m9/13,9,110034
F,m9/13,10,x86786
F,dim11,1,110004
F,dim11,2,110101
F,dim11,3,110103
F,dim11,4,120304
F,dim11,5,x88797
F,dim13,1,110004
F,dim13,2,110101
F,dim13,3,110103
F,dim13,4,120304
F,dim13,5,x88797
F,dim6/9,1,120004
F,dim6/9,2,120103
F,dim6/9,3,12x133
F,9sus,1,131x13
F,9sus,2,xx3543
F,9sus,3,1x1011
F,9sus,4,1x1013
F,9sus,5,1310x1
F,1sus,1,111311
F,1sus,2,13131x
F,1sus,3,1313x1
F,1sus,4,131341
F,1sus,5,xx3546
F,6/9sus,1,130013
F,6/9sus,2,130031
F,6/9sus,3,1x0011
F,6/9sus,4,xx3533
F,6/9sus,5,xx3031
F,6/9sus,6,1x0033
F,6b5sus,1,120401
F,6b5sus,2,xx3431
F,7b5sus,1,121441
F,7b5sus,2,121x01
F,7b5sus,3,xx3441
F,9b5sus,1,x89888
F,9b5sus,2,131001
F,9b5sus,3,121x13
F,9b5sus,4,121413
F,9b5sus,5,131413
F,9#5sus,1,1x1021
F,9#5sus,2,1x1x23
F,#maj,1,243322
F,#maj,2,x98666
F,#maj,3,213x21
F,#maj,4,xx4321
F,#maj,5,xx4666
F,#maj7,1,243322
F,#maj7,2,x98666
F,#maj7,3,213x21
F,#maj7,4,xx4321
F,#maj7,5,xx4666
F,#7,1,242322
F,#7,2,xx4320
F,#7,3,2423x0
F,#7,4,212x20
F,#7,5,2x2320
F,#7,6,xx4656
F,#6,1,xx4646
F,#6,2,211x22
F,#6,3,21132x
F,#maj9,1,213121
F,#maj9,2,x96666
F,#9,1,242324
F,#9,2,21x120
F,#9,3,21212x
F,#13,1,222342
F,#13,2,221300
F,#13,3,211300
F,#13,4,211100
F,#13,5,xx4340
F,#maj13,1,223322
F,#maj13,2,211421
F,#maj13,3,x99666
F,#aug,1,xx4332
F,#aug,2,210xx2
F,#7#5,1,210330
F,#7#5,2,xx4330
F,#7#5,3,2x2332
F,#7#5,4,252352
F,#7#5,5,252332
F,#maj7#5,1,xx4331
F,#maj7#5,2,x98766
F,#maj7#5,3,210xx1
F,#aug,61,21133x
F,#6/9,1,211122
F,#6/9,2,x98899
F,#6/9,3,211144
F,#11,1,222322
F,#11,2,242300
F,#11,3,244300
F,#11,4,212100
F,#11,5,x98977
F,#11,6,xx4456
F,#6/11,1,224342
F,#6/11,2,x98877
F,#6/11,3,xx4446
F,#6/11,4,21110x
F,#6/11,5,24130x
F,#6/9b5,1,241112
F,#6/9b5,2,23112x
F,#9b5,1,212112
F,#9b5,2,x98998
F,#9b5,3,21x110
F,#maj9b5,1,213111
F,#13b5,1,211112
F,#13b5,2,232300
F,#13b5,3,231300
F,#13b5,4,234300
F,#13b5,5,x98898
F,#13b5,6,xx4310
F,#13b5,7,xx4546
F,#13b5,8,xx4556
F,#6/11b5,1,224524
F,#6/11b5,2,224524
F,#9/11,1,222322
F,#9/11,2,242300
F,#9/11,3,244300
F,#9/11,4,212100
F,#9/11,5,x98977
F,#9/11,6,xx4456
F,#9/13,1,222342
F,#9/13,2,221300
F,#9/13,3,211300
F,#9/13,4,211100
F,#9/13,5,xx4340
F,#9/13b5,1,211112
F,#9/13b5,2,232300
F,#9/13b5,3,231300
F,#9/13b5,4,234300
F,#9/13b5,5,x98898
F,#9/13b5,6,xx4310
F,#9/13b5,7,xx4546
F,#9/13b5,8,xx4556
F,#9/13#5,1,220340
F,#9/13#5,2,210440
F,#11/13,1,222342
F,#11/13,2,221300
F,#11/13,3,211300
F,#11/13,4,211100
F,#11/13,5,xx4340
F,#6b5,1,211312
F,#6b5,2,xx4546
F,#7b5,1,xx4310
F,#7b5,2,2323x2
F,#7b5,3,2x2310
F,#7b5,4,212x10
F,#7b5,5,2343x0
F,#7b5,6,xx4556
F,#maj7b5,1,213311
F,#maj7b5,2,213x12
F,#maj7b5,3,2333x2
F,#maj7b5,4,xx4566
F,#maj7b5,5,xx4311
F,#(b5),1,xx4312
F,#(b5),2,2343x2
F,#(b5),3,xx4576
F,#(b5),4,21xx12
F,#aug/69,1,211132
F,#aug/69,2,x98891
F,#9#5,1,210130
F,#9#5,2,21213x
F,#9#5,3,2x2334
F,#dim,1,2342x2
F,#dim,2,20x212
F,#dim,3,xx4212
F,#dim,4,xx4575
F,#dim7,1,201212
F,#dim7,2,234242
F,#dim7,3,x97878
F,#dim7,4,xx4545
F,#dim7,5,23121x
F,#dim6,1,201212
F,#dim6,2,234242
F,#dim6,3,x97878
F,#dim6,4,xx4545
F,#dim6,5,23121x
F,#dim9,1,201112
F,#dim9,2,201214
F,#dim9,3,23x244
F,#dim11,1,201414
F,#dim13,1,201414
F,#dim6/9,1,201112
F,#dim6/9,2,201214
F,#dim6/9,3,23x244
F#,9sus,1,xx4120
F#,9sus,2,242x24
F#,9sus,3,xx4654
F#,9sus,4,2441x0
F#,9sus,5,2x2120
F#,9sus,6,2421x0
F#,11sus,1,222422
F#,11sus,2,242400
F#,11sus,3,244400
F#,11sus,4,224400
F#,11sus,5,xx4420
F#,11sus,6,x99977
F#,11sus,7,xx4657
F#,6/9sus,1,xx4644
F#,6/9sus,2,2x1122
F#,6b5sus,1,231x12
F#,6b5sus,2,xx4542
F#,7b5sus,1,232552
F#,7b5sus,2,232x10
F#,7b5sus,3,234x10
F#,7b5sus,4,xx4552
F#,9b5sus,1,232x24
F#,9b5sus,2,232522
F#,9b5sus,3,242524
F#,9b5sus,4,23x120
F#,9#5sus,1,xx4130
F#,9#5sus,2,2x0130
G,maj,1,320002
G,maj,2,354433
G,maj,3,324003
G,maj,4,3x0402
G,maj,5,xx5432
G,maj,6,xx5777
G,maj7,1,320002
G,maj7,2,354433
G,maj7,3,324003
G,maj7,4,3x0402
G,maj7,5,xx5432
G,maj7,6,xx5777
G,7,1,320001
G,7,2,353433
G,7,3,323003
G,7,4,353463
G,7,5,xx5767
G,6,1,320000
G,6,2,322030
G,6,3,322400
G,6,4,320430
G,6,5,xx5757
G,maj9,1,300002
G,maj9,2,320202
G,maj9,3,324232
G,maj9,4,304003
G,9,1,300001
G,9,2,320201
G,9,3,353435
G,9,4,303003
G,13,1,333000
G,13,2,302001
G,13,3,333453
G,13,4,303000
G,maj13,1,302002
G,maj13,2,334000
G,maj13,3,322232
G,maj13,4,304000
G,aug,1,321003
G,aug,2,xx5443
G,7#5,1,321001
G,7#5,2,3x3443
G,7#5,3,363463
G,7#5,4,363443
G,maj7#5,1,321002
G,maj7#5,2,xx5442
G,aug,61,321000
G,aug,62,322040
G,aug,63,3x1400
G,aug,64,3x2440
G,6/9,1,300000
G,6/9,2,320200
G,6/9,3,302200
G,6/9,4,300430
G,11,1,320011
G,11,2,330001
G,11,3,333433
G,11,4,333435
G,11,5,xx5567
G,6/11,1,330000
G,6/11,2,320010
G,6/11,3,300410
G,6/11,4,332200
G,6/11,5,xx5557
G,6/9b5,1,300020
G,6/9b5,2,340200
G,6/9b5,3,300223
G,6/9b5,4,320220
G,9b5,1,323223
G,9b5,2,34320x
G,9b5,3,34x201
G,maj9b5,1,324222
G,maj9b5,2,304422
G,maj9b5,3,34x202
G,maj9b5,4,34420x
G,13b5,1,343000
G,13b5,2,303420
G,13b5,3,342001
G,13b5,4,323020
G,6/11b5,1,340210
G,6/11b5,2,330220
G,6/11b5,3,330223
G,6/11b5,4,335635
G,6/11b5,5,340210
G,6/11b5,6,330220
G,6/11b5,7,330223
G,6/11b5,8,335635
G,9/11,1,320011
G,9/11,2,330001
G,9/11,3,333433
G,9/11,4,333435
G,9/11,5,xx5567
G,9/13,1,333000
G,9/13,2,302001
G,9/13,3,333453
G,9/13,4,303000
G,9/13b5,1,343000
G,9/13b5,2,303420
G,9/13b5,3,342001
G,9/13b5,4,323020
G,9/13#5,1,303440
G,9/13#5,2,323040
G,11/13,1,333000
G,11/13,2,302001
G,11/13,3,333453
G,11/13,4,303000
G,6b5,1,340000
G,6b5,2,320020
G,6b5,3,340420
G,6b5,4,320420
G,7b5,1,343001
G,7b5,2,343463
G,7b5,3,34340x
G,7b5,4,32x021
G,7b5,5,xx5667
G,maj7b5,1,344002
G,maj7b5,2,324422
G,maj7b5,3,325422
G,maj7b5,4,34x003
G,maj7b5,5,xx5677
